question_id,model_name,avg_score,question
458,llama4,0.89,TUMOR SITE
459,llama4,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
460,llama4,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
461,llama4,0.697,SPECIMEN LATERALITY
462,llama4,0.8,HISTOLOGIC GRADE
463,llama4,0.762,NUMBER OF LYMPH NODES EXAMINED
464,llama4,0.733,HISTOLOGIC GRADE
465,llama4,0.698,SPECIMEN LATERALITY
466,llama4,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
467,llama4,0.798,PROCEDURE
468,llama4,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
469,llama4,0.698,VISCERAL PLEURA INVASION
470,llama4,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
471,llama4,0.733,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
472,llama4,0.78,NODAL SITE(S) EXAMINED
473,llama4,0.704,NODAL SITE(S) WITH TUMOR
474,llama4,0.798,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
475,llama4,0.763,REGIONAL LYMPH NODE STATUS
476,llama4,0.873,TUMOR FOCALITY
477,llama4,0.745,LYMPHOVASCULAR INVASION
478,llama4,0.726,NUMBER OF LYMPH NODES WITH TUMOR
479,llama4,0.824,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
480,llama4,0.806,TUMOR SITE
481,llama4,0.646,TNM DESCRIPTORS
482,llama4,0.743,MARGIN STATUS FOR NON-INVASIVE TUMOR
483,llama4,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
484,llama4,0.694,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
485,llama4,0.827,PROCEDURE
486,llama4,0.82,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
487,llama4,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
488,llama4,0.697,SPECIMEN LATERALITY
489,llama4,0.797,HISTOLOGIC GRADE
490,llama4,0.787,TUMOR SITE
491,llama4,0.718,ADDITIONAL FINDINGS
492,llama4,0.778,SPREAD THROUGH AIR SPACES (STAS)
493,llama4,0.778,VISCERAL PLEURA INVASION
494,llama4,0.811,TUMOR FOCALITY
495,llama4,0.745,MARGIN STATUS FOR INVASIVE CARCINOMA
496,llama4,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
497,llama4,0.775,REGIONAL LYMPH NODE STATUS
498,llama4,0.788,PROCEDURE
499,llama4,0.642,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
500,llama4,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
501,llama4,0.702,LYMPHOVASCULAR INVASION
502,llama4,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
503,llama4,0.762,ADDITIONAL FINDINGS
504,llama4,0.789,HISTOLOGIC GRADE
505,llama4,0.811,TUMOR FOCALITY
506,llama4,0.883,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
507,llama4,0.72,NUMBER OF LYMPH NODES WITH TUMOR
508,llama4,0.697,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
509,llama4,0.834,NODAL SITE(S) EXAMINED
510,llama4,0.657,NODAL SITE(S) WITH TUMOR
511,llama4,0.697,SPECIMEN LATERALITY
512,llama4,0.778,VISCERAL PLEURA INVASION
513,llama4,0.802,TUMOR SITE
514,llama4,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
515,llama4,0.778,VISCERAL PLEURA INVASION
516,llama4,0.761,PROCEDURE
517,llama4,0.697,SPECIMEN LATERALITY
518,llama4,0.877,REGIONAL LYMPH NODE STATUS
519,llama4,0.81,TUMOR SITE
520,llama4,0.811,TUMOR FOCALITY
521,llama4,0.716,ADDITIONAL FINDINGS
522,llama4,0.764,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
523,llama4,0.778,SPREAD THROUGH AIR SPACES (STAS)
524,llama4,0.703,NUMBER OF LYMPH NODES EXAMINED
525,llama4,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
526,llama4,0.726,NODAL SITE(S) EXAMINED
527,llama4,0.8,HISTOLOGIC GRADE
528,llama4,0.757,MARGIN STATUS FOR INVASIVE CARCINOMA
529,llama4,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
530,llama4,0.699,NUMBER OF LYMPH NODES EXAMINED
531,llama4,0.877,REGIONAL LYMPH NODE STATUS
532,llama4,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
533,llama4,0.8,HISTOLOGIC GRADE
534,llama4,0.811,TUMOR FOCALITY
535,llama4,0.698,SPECIMEN LATERALITY
536,llama4,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
537,llama4,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
538,llama4,0.698,VISCERAL PLEURA INVASION
539,llama4,0.721,TUMOR SITE
540,llama4,0.778,SPREAD THROUGH AIR SPACES (STAS)
541,llama4,0.739,PROCEDURE
542,llama4,0.763,MARGIN STATUS FOR INVASIVE CARCINOMA
543,llama4,0.924,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
544,llama4,0.908,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
545,llama4,0.802,NODAL SITE(S) EXAMINED
546,llama4,0.811,TUMOR FOCALITY
547,llama4,0.89,TUMOR SITE
548,llama4,0.761,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
549,llama4,0.691,NODAL SITE(S) EXAMINED
550,llama4,0.731,MARGIN STATUS FOR INVASIVE CARCINOMA
551,llama4,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
552,llama4,0.698,SPECIMEN LATERALITY
553,llama4,0.877,REGIONAL LYMPH NODE STATUS
554,llama4,0.845,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
555,llama4,0.698,VISCERAL PLEURA INVASION
556,llama4,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
557,llama4,0.778,SPREAD THROUGH AIR SPACES (STAS)
558,llama4,0.788,PROCEDURE
559,llama4,0.833,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
560,llama4,0.714,ADDITIONAL FINDINGS
561,llama4,0.811,TUMOR FOCALITY
562,llama4,0.698,SPECIMEN LATERALITY
563,llama4,0.778,SPREAD THROUGH AIR SPACES (STAS)
564,llama4,0.792,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
565,llama4,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
566,llama4,0.877,REGIONAL LYMPH NODE STATUS
567,llama4,0.706,TUMOR SITE
568,llama4,0.693,NODAL SITE(S) EXAMINED
569,llama4,0.778,VISCERAL PLEURA INVASION
570,llama4,0.704,NUMBER OF LYMPH NODES EXAMINED
571,llama4,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
572,llama4,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
573,llama4,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
574,llama4,0.904,HISTOLOGIC GRADE
575,llama4,0.715,PROCEDURE
576,llama4,0.913,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
577,llama4,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
578,llama4,0.725,NODAL SITE(S) EXAMINED
579,llama4,0.8,HISTOLOGIC GRADE
580,llama4,0.782,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
581,llama4,0.742,MARGIN STATUS FOR INVASIVE CARCINOMA
582,llama4,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
583,llama4,0.877,REGIONAL LYMPH NODE STATUS
584,llama4,0.827,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
585,llama4,0.778,VISCERAL PLEURA INVASION
586,llama4,0.801,PROCEDURE
587,llama4,0.811,TUMOR FOCALITY
588,llama4,0.697,SPECIMEN LATERALITY
589,llama4,0.817,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
590,llama4,0.798,TUMOR SITE
591,llama4,0.811,TUMOR FOCALITY
592,llama4,0.8,HISTOLOGIC GRADE
593,llama4,0.746,NODAL SITE(S) EXAMINED
594,llama4,0.697,SPECIMEN LATERALITY
595,llama4,0.829,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
596,llama4,0.78,VISCERAL PLEURA INVASION
597,llama4,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
598,llama4,0.874,REGIONAL LYMPH NODE STATUS
599,llama4,0.796,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
600,llama4,0.89,TUMOR SITE
601,llama4,0.788,PROCEDURE
602,llama4,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
603,llama4,0.741,MARGIN STATUS FOR INVASIVE CARCINOMA
604,llama4,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
605,llama4,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
606,llama4,0.751,PROCEDURE
607,llama4,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
608,llama4,0.874,NODAL SITE(S) WITH TUMOR
609,llama4,0.778,VISCERAL PLEURA INVASION
610,llama4,0.657,TUMOR FOCALITY
611,llama4,0.72,NUMBER OF LYMPH NODES WITH TUMOR
612,llama4,0.742,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
613,llama4,0.698,SPECIMEN LATERALITY
614,llama4,0.707,ADDITIONAL FINDINGS
615,llama4,0.782,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
616,llama4,0.706,HISTOLOGIC GRADE
617,llama4,0.776,NODAL SITE(S) EXAMINED
618,llama4,0.715,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
619,llama4,0.778,SPREAD THROUGH AIR SPACES (STAS)
620,llama4,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
621,llama4,0.68,TNM DESCRIPTORS
622,llama4,0.89,TUMOR SITE
623,llama4,0.742,REGIONAL LYMPH NODE STATUS
624,llama4,0.748,NODAL SITE(S) EXAMINED
625,llama4,0.908,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
626,llama4,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
627,llama4,0.776,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
628,llama4,0.8,HISTOLOGIC GRADE
629,llama4,0.697,SPECIMEN LATERALITY
630,llama4,0.877,REGIONAL LYMPH NODE STATUS
631,llama4,0.791,PROCEDURE
632,llama4,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
633,llama4,0.811,TUMOR FOCALITY
634,llama4,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
635,llama4,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
636,llama4,0.778,SPREAD THROUGH AIR SPACES (STAS)
637,llama4,0.798,TUMOR SITE
638,llama4,0.778,VISCERAL PLEURA INVASION
639,llama4,0.778,HISTOLOGIC GRADE
640,llama4,0.702,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
641,llama4,0.698,VISCERAL PLEURA INVASION
642,llama4,0.742,MARGIN STATUS FOR INVASIVE CARCINOMA
643,llama4,0.788,PROCEDURE
644,llama4,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
645,llama4,0.856,REGIONAL LYMPH NODE STATUS
646,llama4,0.837,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
647,llama4,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
648,llama4,0.897,NODAL SITE(S) WITH TUMOR
649,llama4,0.89,TUMOR SITE
650,llama4,0.716,LYMPHOVASCULAR INVASION
651,llama4,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
652,llama4,0.825,NODAL SITE(S) EXAMINED
653,llama4,0.697,SPECIMEN LATERALITY
654,llama4,0.811,TUMOR FOCALITY
655,llama4,0.797,HISTOLOGIC GRADE
656,llama4,0.745,LYMPHOVASCULAR INVASION
657,llama4,0.782,REGIONAL LYMPH NODE STATUS
658,llama4,0.778,VISCERAL PLEURA INVASION
659,llama4,0.778,SPREAD THROUGH AIR SPACES (STAS)
660,llama4,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
661,llama4,0.696,NODAL SITE(S) EXAMINED
662,llama4,0.786,TUMOR SITE
663,llama4,0.788,PROCEDURE
664,llama4,0.698,SPECIMEN LATERALITY
665,llama4,0.722,NODAL SITE(S) WITH TUMOR
666,llama4,0.713,NUMBER OF LYMPH NODES WITH TUMOR
667,llama4,0.698,NUMBER OF LYMPH NODES EXAMINED
668,llama4,0.648,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
669,llama4,0.811,TUMOR FOCALITY
670,llama4,0.708,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
671,llama4,0.655,TNM DESCRIPTORS
672,llama4,0.813,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
673,llama4,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
674,llama4,0.778,VISCERAL PLEURA INVASION
675,llama4,0.697,SPECIMEN LATERALITY
676,llama4,0.908,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
677,llama4,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
678,llama4,0.684,LYMPHOVASCULAR INVASION
679,llama4,0.769,NODAL SITE(S) WITH TUMOR
680,llama4,0.738,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
681,llama4,0.778,HISTOLOGIC GRADE
682,llama4,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
683,llama4,0.718,SPREAD THROUGH AIR SPACES (STAS)
684,llama4,0.705,NUMBER OF LYMPH NODES WITH TUMOR
685,llama4,0.777,REGIONAL LYMPH NODE STATUS
686,llama4,0.841,PROCEDURE
687,llama4,0.898,NODAL SITE(S) EXAMINED
688,llama4,0.811,TUMOR FOCALITY
689,llama4,0.692,LYMPH NODE(S) FROM PRIOR PROCEDURES
690,llama4,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
691,llama4,0.791,TUMOR SITE
692,llama4,0.696,NUMBER OF LYMPH NODES EXAMINED
693,llama4,0.908,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
694,llama4,0.761,PROCEDURE
695,llama4,0.823,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
696,llama4,0.706,HISTOLOGIC GRADE
697,llama4,0.877,REGIONAL LYMPH NODE STATUS
698,llama4,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
699,llama4,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
700,llama4,0.698,SPECIMEN LATERALITY
701,llama4,0.782,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
702,llama4,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
703,llama4,0.778,SPREAD THROUGH AIR SPACES (STAS)
704,llama4,0.811,TUMOR FOCALITY
705,llama4,0.758,NODAL SITE(S) EXAMINED
706,llama4,0.865,TUMOR SITE
707,llama4,0.778,VISCERAL PLEURA INVASION
708,llama4,0.778,VISCERAL PLEURA INVASION
709,llama4,0.771,PROCEDURE
710,llama4,0.741,MARGIN STATUS FOR INVASIVE CARCINOMA
711,llama4,0.811,TUMOR FOCALITY
712,llama4,0.877,REGIONAL LYMPH NODE STATUS
713,llama4,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
714,llama4,0.905,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
715,llama4,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
716,llama4,0.698,SPECIMEN LATERALITY
717,llama4,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
718,llama4,0.847,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
719,llama4,0.753,NODAL SITE(S) EXAMINED
720,llama4,0.89,TUMOR SITE
721,llama4,0.783,HISTOLOGIC GRADE
722,llama4,0.778,SPREAD THROUGH AIR SPACES (STAS)
723,llama4,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
724,llama4,0.767,PROCEDURE
725,llama4,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
726,llama4,0.819,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
727,llama4,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
728,llama4,0.736,TUMOR SITE
729,llama4,0.836,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
730,llama4,0.79,NODAL SITE(S) EXAMINED
731,llama4,0.697,NUMBER OF LYMPH NODES EXAMINED
732,llama4,0.783,HISTOLOGIC GRADE
733,llama4,0.877,REGIONAL LYMPH NODE STATUS
734,llama4,0.811,TUMOR FOCALITY
735,llama4,0.778,VISCERAL PLEURA INVASION
736,llama4,0.698,SPECIMEN LATERALITY
737,llama4,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
738,llama4,0.784,PROCEDURE
739,llama4,0.68,TUMOR SITE
740,llama4,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
741,llama4,0.715,ADDITIONAL FINDINGS
742,llama4,0.748,HISTOLOGIC GRADE
743,llama4,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
744,llama4,0.877,REGIONAL LYMPH NODE STATUS
745,llama4,0.798,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
746,llama4,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
747,llama4,0.778,SPREAD THROUGH AIR SPACES (STAS)
748,llama4,0.778,VISCERAL PLEURA INVASION
749,llama4,0.735,NODAL SITE(S) EXAMINED
750,llama4,0.697,SPECIMEN LATERALITY
751,llama4,0.703,NUMBER OF LYMPH NODES EXAMINED
752,llama4,0.811,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
753,llama4,0.811,TUMOR FOCALITY
754,llama4,0.841,MARGIN STATUS FOR INVASIVE CARCINOMA
755,llama4,0.783,HISTOLOGIC GRADE
756,llama4,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
757,llama4,0.707,NUMBER OF LYMPH NODES EXAMINED
758,llama4,0.877,REGIONAL LYMPH NODE STATUS
759,llama4,0.788,PROCEDURE
760,llama4,0.811,TUMOR FOCALITY
761,llama4,0.702,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
762,llama4,0.84,NODAL SITE(S) EXAMINED
763,llama4,0.778,SPREAD THROUGH AIR SPACES (STAS)
764,llama4,0.697,SPECIMEN LATERALITY
765,llama4,0.73,ADDITIONAL FINDINGS
766,llama4,0.907,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
767,llama4,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
768,llama4,0.778,VISCERAL PLEURA INVASION
769,llama4,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
770,llama4,0.89,TUMOR SITE
771,llama4,0.79,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
772,llama4,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
773,llama4,0.698,VISCERAL PLEURA INVASION
774,llama4,0.828,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
775,llama4,0.7,NUMBER OF LYMPH NODES WITH TUMOR
776,llama4,0.811,TUMOR FOCALITY
777,llama4,0.715,NUMBER OF LYMPH NODES WITH TUMOR
778,llama4,0.807,NODAL SITE(S) EXAMINED
779,llama4,0.89,TUMOR SITE
780,llama4,0.86,NODAL SITE(S) WITH TUMOR
781,llama4,0.797,HISTOLOGIC GRADE
782,llama4,0.788,PROCEDURE
783,llama4,0.697,SPECIMEN LATERALITY
784,llama4,0.856,REGIONAL LYMPH NODE STATUS
785,llama4,0.778,SPREAD THROUGH AIR SPACES (STAS)
786,llama4,0.645,NODAL SITE(S) EXAMINED
787,llama4,0.82,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
788,llama4,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
789,llama4,0.722,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
790,llama4,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
791,llama4,0.701,NUMBER OF LYMPH NODES EXAMINED
792,llama4,0.797,HISTOLOGIC GRADE
793,llama4,0.791,MARGIN STATUS FOR INVASIVE CARCINOMA
794,llama4,0.81,TUMOR SITE
795,llama4,0.805,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
796,llama4,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
797,llama4,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
798,llama4,0.833,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
799,llama4,0.811,TUMOR FOCALITY
800,llama4,0.696,NUMBER OF LYMPH NODES EXAMINED
801,llama4,0.795,REGIONAL LYMPH NODE STATUS
802,llama4,0.719,NODAL SITE(S) EXAMINED
803,llama4,0.7,NUMBER OF LYMPH NODES WITH TUMOR
804,llama4,0.778,VISCERAL PLEURA INVASION
805,llama4,0.705,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
806,llama4,0.697,SPECIMEN LATERALITY
807,llama4,0.788,PROCEDURE
808,llama4,0.69,LYMPHOVASCULAR INVASION
809,llama4,0.89,TUMOR SITE
810,llama4,0.721,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
811,llama4,0.706,LYMPHOVASCULAR INVASION
812,llama4,0.79,NODAL SITE(S) EXAMINED
813,llama4,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
814,llama4,0.692,SPREAD THROUGH AIR SPACES (STAS)
815,llama4,0.797,HISTOLOGIC GRADE
816,llama4,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
817,llama4,0.728,PROCEDURE
818,llama4,0.697,SPECIMEN LATERALITY
819,llama4,0.701,NUMBER OF LYMPH NODES EXAMINED
820,llama4,0.877,REGIONAL LYMPH NODE STATUS
821,llama4,0.698,VISCERAL PLEURA INVASION
822,llama4,0.811,TUMOR FOCALITY
823,llama4,0.914,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
824,llama4,0.824,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
825,llama4,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
826,llama4,0.775,REGIONAL LYMPH NODE STATUS
827,llama4,0.698,SPECIMEN LATERALITY
828,llama4,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
829,llama4,0.778,VISCERAL PLEURA INVASION
830,llama4,0.811,TUMOR FOCALITY
831,llama4,0.72,NUMBER OF LYMPH NODES WITH TUMOR
832,llama4,0.83,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
833,llama4,0.705,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
834,llama4,0.847,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
835,llama4,0.705,NUMBER OF LYMPH NODES EXAMINED
836,llama4,0.788,PROCEDURE
837,llama4,0.708,NODAL SITE(S) EXAMINED
838,llama4,0.89,TUMOR SITE
839,llama4,0.761,MARGIN STATUS FOR INVASIVE CARCINOMA
840,llama4,0.835,NODAL SITE(S) WITH TUMOR
841,llama4,0.701,NODAL SITE(S) EXAMINED
842,llama4,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
843,llama4,0.716,ADDITIONAL FINDINGS
844,llama4,0.877,REGIONAL LYMPH NODE STATUS
845,llama4,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
846,llama4,0.641,TUMOR SITE
847,llama4,0.797,HISTOLOGIC GRADE
848,llama4,0.778,VISCERAL PLEURA INVASION
849,llama4,0.806,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
850,llama4,0.67,TUMOR FOCALITY
851,llama4,0.737,PROCEDURE
852,llama4,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
853,llama4,0.835,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
854,llama4,0.7,NUMBER OF LYMPH NODES EXAMINED
855,llama4,0.698,SPECIMEN LATERALITY
856,llama4,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
857,llama4,0.778,SPREAD THROUGH AIR SPACES (STAS)
858,llama4,0.718,SPREAD THROUGH AIR SPACES (STAS)
859,llama4,0.797,HISTOLOGIC GRADE
860,llama4,0.672,LYMPHOVASCULAR INVASION
861,llama4,0.755,NODAL SITE(S) WITH TUMOR
862,llama4,0.704,VISCERAL PLEURA INVASION
863,llama4,0.77,LYMPH NODE(S) FROM PRIOR PROCEDURES
864,llama4,0.711,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
865,llama4,0.741,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
866,llama4,0.788,PROCEDURE
867,llama4,0.741,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
868,llama4,0.698,SPECIMEN LATERALITY
869,llama4,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
870,llama4,0.715,NUMBER OF LYMPH NODES EXAMINED
871,llama4,0.819,NODAL SITE(S) EXAMINED
872,llama4,0.781,REGIONAL LYMPH NODE STATUS
873,llama4,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
874,llama4,0.698,NUMBER OF LYMPH NODES WITH TUMOR
875,llama4,0.811,TUMOR FOCALITY
876,llama4,0.755,MARGIN STATUS FOR INVASIVE CARCINOMA
877,llama4,0.778,VISCERAL PLEURA INVASION
878,llama4,0.751,NODAL SITE(S) EXAMINED
879,llama4,0.698,SPECIMEN LATERALITY
880,llama4,0.827,PROCEDURE
881,llama4,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
882,llama4,0.806,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
883,llama4,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
884,llama4,0.797,HISTOLOGIC GRADE
885,llama4,0.877,REGIONAL LYMPH NODE STATUS
886,llama4,0.778,SPREAD THROUGH AIR SPACES (STAS)
887,llama4,0.805,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
888,llama4,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
889,llama4,0.89,TUMOR SITE
890,llama4,0.811,TUMOR FOCALITY
891,llama4,0.707,NUMBER OF LYMPH NODES EXAMINED
892,llama4,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
893,llama4,0.788,PROCEDURE
894,llama4,0.811,TUMOR FOCALITY
895,llama4,0.697,SPECIMEN LATERALITY
896,llama4,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
897,llama4,0.715,NUMBER OF LYMPH NODES WITH TUMOR
898,llama4,0.78,VISCERAL PLEURA INVASION
899,llama4,0.745,LYMPHOVASCULAR INVASION
900,llama4,0.764,NODAL SITE(S) EXAMINED
901,llama4,0.778,HISTOLOGIC GRADE
902,llama4,0.728,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
903,llama4,0.718,SPREAD THROUGH AIR SPACES (STAS)
904,llama4,0.712,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
905,llama4,0.709,MARGIN STATUS FOR INVASIVE CARCINOMA
906,llama4,0.821,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
907,llama4,0.885,NODAL SITE(S) WITH TUMOR
908,llama4,0.761,REGIONAL LYMPH NODE STATUS
909,llama4,0.881,TUMOR SITE
910,llama4,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
911,llama4,0.778,SPREAD THROUGH AIR SPACES (STAS)
912,llama4,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
913,llama4,0.797,HISTOLOGIC GRADE
